protein_A,protein_B,label
3065_reviewed,3070_reviewed,1
3065_reviewed,3070_reviewed_mutant_10755,0
3066_reviewed,3070_reviewed,1
3066_reviewed,3070_reviewed_mutant_10756,0
10891_reviewed,23411_reviewed,1
10891_reviewed_mutant_10757,23411_reviewed,0
4084_reviewed_mutant_10758,207_reviewed,0
79648_reviewed,6601_reviewed,1
79648_reviewed_mutant_10759,6601_reviewed,0
79648_reviewed,6598_reviewed,1
79648_reviewed_mutant_10761,6598_reviewed,0
5170_reviewed,84433_reviewed,1
5170_reviewed_mutant_10763,84433_reviewed,0
2547_reviewed,7157_reviewed_mutant_10766,0
2547_reviewed,580_reviewed,1
2547_reviewed_mutant_10767,580_reviewed,0
3091_reviewed,10868_reviewed,1
142_reviewed,23650_reviewed,1
142_reviewed,23650_reviewed_mutant_10770,0
1487_reviewed,6925_reviewed,1
1487_reviewed,84458_reviewed,1
1487_reviewed,84458_reviewed_mutant_10775,0
2130_reviewed,2146_reviewed,1
2130_reviewed_mutant_10777,2146_reviewed,0
2130_reviewed,23512_reviewed,1
2130_reviewed_mutant_10778,23512_reviewed,0
2624_reviewed,4089_reviewed,1
2624_reviewed_mutant_10779,4089_reviewed,0
3670_reviewed,89884_reviewed,1
3670_reviewed,89884_reviewed_mutant_10782,0
3670_reviewed,170463_reviewed,1
4010_reviewed,23648_reviewed,1
4010_reviewed_mutant_10784,23648_reviewed,0
6925_reviewed,6929_reviewed,1
6925_reviewed,51588_reviewed,1
6925_reviewed_mutant_10788,51588_reviewed,0
7024_reviewed,7342_reviewed,1
7024_reviewed_mutant_10789,7342_reviewed,0
7088_reviewed,27287_reviewed,1
7088_reviewed,27287_reviewed_mutant_10790,0
7088_reviewed,30012_reviewed,1
7088_reviewed,30012_reviewed_mutant_10791,0
7597_reviewed,7597_reviewed,1
7597_reviewed,7597_reviewed_mutant_10792,0
7727_reviewed,54925_reviewed,1
7727_reviewed_mutant_10793,54925_reviewed,0
8216_reviewed,8216_reviewed,1
8216_reviewed_mutant_10794,8216_reviewed,0
8517_reviewed,23650_reviewed,1
8517_reviewed_mutant_10795,23650_reviewed,0
23543_reviewed,23543_reviewed,1
23543_reviewed,23543_reviewed_mutant_10798,0
51282_reviewed,84307_reviewed,1
51282_reviewed,84307_reviewed_mutant_10799,0
51684_reviewed,65988_reviewed,1
51684_reviewed,65988_reviewed_mutant_10800,0
55663_reviewed,84307_reviewed,1
57727_reviewed,57727_reviewed,1
57727_reviewed_mutant_10802,57727_reviewed,0
79797_reviewed,221504_reviewed,1
79797_reviewed,221504_reviewed_mutant_10803,0
8202_reviewed,10498_reviewed_mutant_10805,0
63891_reviewed,1027_reviewed,1
63891_reviewed_mutant_10806,1027_reviewed,0
10956_reviewed_mutant_10808,54583_reviewed,0
8450_reviewed,7089_reviewed,1
8450_reviewed,7089_reviewed_mutant_10811,0
8450_reviewed,80232_reviewed_mutant_10812,0
8450_reviewed,83743_reviewed,1
8450_reviewed,80335_reviewed,1
8451_reviewed,79968_reviewed,1
8451_reviewed,79968_reviewed_mutant_10817,0
8450_reviewed,64326_reviewed,1
8450_reviewed_mutant_10818,64326_reviewed,0
83743_reviewed,11091_reviewed,1
83743_reviewed,11091_reviewed_mutant_10819,0
6118_reviewed,5557_reviewed,1
6118_reviewed_mutant_10820,5557_reviewed,0
55143_reviewed,7329_reviewed,1
7520_reviewed,580_reviewed,1
7520_reviewed,580_reviewed_mutant_10823,0
5978_reviewed,10014_reviewed_mutant_10824,0
3065_reviewed,1482_reviewed,1
3065_reviewed,1482_reviewed_mutant_10825,0
23411_reviewed,2017_reviewed,1
23411_reviewed_mutant_10826,2017_reviewed,0
3065_reviewed,25855_reviewed_mutant_10829,0
11143_reviewed,81620_reviewed,1
11143_reviewed,81620_reviewed_mutant_10830,0
11091_reviewed,4298_reviewed,1
56672_reviewed,5970_reviewed_mutant_10832,0
123228_reviewed,56672_reviewed,1
3065_reviewed,5268_reviewed,1
3065_reviewed_mutant_10834,5268_reviewed,0
25842_reviewed,7290_reviewed,1
25842_reviewed_mutant_10836,7290_reviewed,0
8932_reviewed,10419_reviewed,1
8932_reviewed_mutant_10838,10419_reviewed,0
7528_reviewed_mutant_10846,3207_reviewed,0
2099_reviewed,64754_reviewed,1
25949_reviewed,4172_reviewed,1
25949_reviewed_mutant_10848,4172_reviewed,0
25949_reviewed,23582_reviewed,1
25949_reviewed,23582_reviewed_mutant_10849,0
4221_reviewed,1112_reviewed,1
4221_reviewed,1112_reviewed_mutant_10850,0
409_reviewed,5594_reviewed,1
409_reviewed,5594_reviewed_mutant_10852,0
2308_reviewed,6502_reviewed,1
2308_reviewed_mutant_10854,6502_reviewed,0
6667_reviewed,5590_reviewed,1
6667_reviewed,5590_reviewed_mutant_10855,0
6615_reviewed,2932_reviewed,1
6615_reviewed,8945_reviewed,1
8521_reviewed_mutant_10858,26190_reviewed,0
6667_reviewed,6774_reviewed,1
6667_reviewed_mutant_10859,6774_reviewed,0
29803_reviewed,51053_reviewed,1
29803_reviewed,51053_reviewed_mutant_10860,0
23411_reviewed,367_reviewed,1
23411_reviewed,367_reviewed_mutant_10862,0
861_reviewed_mutant_10863,28996_reviewed,0
28996_reviewed,28996_reviewed,1
28996_reviewed,28996_reviewed_mutant_10864,0
10273_reviewed,1080_reviewed,1
8452_reviewed,4780_reviewed,1
8452_reviewed,4780_reviewed_mutant_10866,0
84676_reviewed,7134_reviewed,1
84676_reviewed,7134_reviewed_mutant_10867,0
6749_reviewed_mutant_10869,4173_reviewed,0
6749_reviewed_mutant_10872,4171_reviewed,0
6749_reviewed_mutant_10873,4172_reviewed,0
4173_reviewed,11198_reviewed,1
4173_reviewed_mutant_10875,11198_reviewed,0
23411_reviewed,3725_reviewed,1
23411_reviewed_mutant_10876,3725_reviewed,0
6605_reviewed,29117_reviewed,1
6605_reviewed_mutant_10877,29117_reviewed,0
6605_reviewed,5977_reviewed,1
6605_reviewed_mutant_10879,5977_reviewed,0
6605_reviewed,9274_reviewed,1
6605_reviewed,9274_reviewed_mutant_10880,0
9274_reviewed,6599_reviewed,1
9274_reviewed,29117_reviewed,1
9274_reviewed,29117_reviewed_mutant_10882,0
9274_reviewed,5977_reviewed,1
9274_reviewed,5977_reviewed_mutant_10884,0
9274_reviewed,6598_reviewed,1
9274_reviewed_mutant_10886,6598_reviewed,0
9274_reviewed,60_reviewed,1
7862_reviewed_mutant_10888,64769_reviewed,0
6790_reviewed,5347_reviewed,1
3725_reviewed,11143_reviewed,1
11315_reviewed,11315_reviewed,1
11315_reviewed_mutant_10895,11315_reviewed,0
3308_reviewed_mutant_10896,11315_reviewed,0
3667_reviewed,3066_reviewed,1
3667_reviewed,3066_reviewed_mutant_10897,0
4088_reviewed,4734_reviewed,1
4088_reviewed,4734_reviewed_mutant_10898,0
4734_reviewed,64750_reviewed,1
4734_reviewed,64750_reviewed_mutant_10900,0
1869_reviewed,10971_reviewed,1
1869_reviewed_mutant_10901,10971_reviewed,0
4654_reviewed,6839_reviewed,1
4654_reviewed,6839_reviewed_mutant_10903,0
7157_reviewed_mutant_10904,4101_unreviewed,0
3090_reviewed,1487_reviewed,1
3090_reviewed_mutant_10905,1487_reviewed,0
3090_reviewed,1488_reviewed,1
3090_reviewed,1488_reviewed_mutant_10906,0
9314_reviewed_mutant_10907,3066_reviewed,0
84787_reviewed,23468_reviewed,1
10036_reviewed,10036_reviewed,1
10036_reviewed_mutant_10910,10036_reviewed,0
1017_reviewed,10036_reviewed,1
1017_reviewed_mutant_10912,10036_reviewed,0
140690_reviewed,7917_reviewed,1
140690_reviewed,7917_reviewed_mutant_10914,0
25_reviewed,8202_reviewed,1
25_reviewed,8202_reviewed_mutant_10915,0
6478_reviewed,1743_reviewed,1
6478_reviewed_mutant_10916,1743_reviewed,0
10273_reviewed,4842_reviewed_mutant_10917,0
1956_reviewed_mutant_10918,10015_reviewed,0
79685_reviewed,79685_reviewed,1
79685_reviewed,79685_reviewed_mutant_10920,0
6418_reviewed,11277_reviewed,1
2099_reviewed,142_reviewed,1
2099_reviewed_mutant_10924,142_reviewed,0
142_reviewed,7520_reviewed,1
142_reviewed_mutant_10925,7520_reviewed,0
142_reviewed,2547_reviewed,1
142_reviewed,2547_reviewed_mutant_10926,0
23410_reviewed_mutant_10927,2547_reviewed,0
1653_reviewed,4361_reviewed,1
1653_reviewed_mutant_10928,4361_reviewed,0
7813_reviewed,3619_reviewed_mutant_10929,0
7813_reviewed,9212_reviewed,1
1660_reviewed,2130_reviewed,1
7157_reviewed_mutant_10933,4869_reviewed,0
10015_reviewed,6456_reviewed,1
10015_reviewed,6456_reviewed_mutant_10934,0
30011_reviewed,10015_reviewed,1
30011_reviewed_mutant_10935,10015_reviewed,0
1956_reviewed_mutant_10936,6456_reviewed,0
81620_reviewed,1642_reviewed,1
8451_reviewed,81620_reviewed,1
5536_reviewed,3320_reviewed,1
5536_reviewed,3320_reviewed_mutant_10939,0
5531_reviewed,11184_reviewed,1
5531_reviewed,11184_reviewed_mutant_10940,0
7189_reviewed,3665_reviewed_mutant_10941,0
3065_reviewed,54815_reviewed,1
3065_reviewed,54815_reviewed_mutant_10942,0
5928_reviewed,54815_reviewed,1
5928_reviewed_mutant_10943,54815_reviewed,0
5931_reviewed,54815_reviewed,1
5931_reviewed,54815_reviewed_mutant_10944,0
6670_reviewed,6667_reviewed,1
84106_reviewed,8841_reviewed,1
84106_reviewed,8841_reviewed_mutant_10946,0
54623_reviewed,11198_reviewed,1
54623_reviewed,11198_reviewed_mutant_10948,0
6647_reviewed,3312_reviewed,1
6647_reviewed,3312_reviewed_mutant_10949,0
6647_reviewed,10273_reviewed,1
6647_reviewed,10273_reviewed_mutant_10951,0
4000_reviewed,1499_reviewed,1
4000_reviewed,1499_reviewed_mutant_10952,0
984_reviewed,3320_reviewed,1
984_reviewed_mutant_10955,3320_reviewed,0
984_reviewed,3308_reviewed_mutant_10956,0
984_reviewed,11140_reviewed_mutant_10957,0
6502_reviewed,11274_reviewed,1
6502_reviewed_mutant_10958,11274_reviewed,0
3454_reviewed,23291_reviewed,1
3454_reviewed_mutant_10959,23291_reviewed,0
267_reviewed,7316_reviewed,1
267_reviewed_mutant_10960,7316_reviewed,0
3815_reviewed,867_reviewed,1
3815_reviewed,867_reviewed_mutant_10961,0
7157_reviewed_mutant_10962,10524_reviewed,0
11200_reviewed,995_reviewed,1
11200_reviewed,995_reviewed_mutant_10963,0
79813_reviewed,1487_reviewed,1
79813_reviewed,1487_reviewed_mutant_10965,0
29843_reviewed,10856_reviewed,1
29843_reviewed,10856_reviewed_mutant_10966,0
10856_reviewed,26054_reviewed,1
10856_reviewed_mutant_10967,26054_reviewed,0
10856_reviewed,1499_reviewed,1
10856_reviewed_mutant_10968,1499_reviewed,0
10856_reviewed,3065_reviewed,1
10856_reviewed,26060_reviewed,1
10856_reviewed_mutant_10972,26060_reviewed,0
5626_reviewed,1499_reviewed,1
5626_reviewed,1499_reviewed_mutant_10974,0
2099_reviewed,4221_reviewed,1
2099_reviewed_mutant_10977,4221_reviewed,0
23426_reviewed,23426_reviewed,1
6304_reviewed,8850_reviewed_mutant_10980,0
9500_reviewed,26574_reviewed,1
9500_reviewed_mutant_10981,26574_reviewed,0
90390_reviewed,9439_reviewed,1
90390_reviewed_mutant_10983,9439_reviewed,0
90390_reviewed,1024_reviewed,1
23411_reviewed,9575_reviewed_mutant_10985,0
23411_reviewed,406_reviewed,1
23411_reviewed_mutant_10986,406_reviewed,0
79648_reviewed,1869_reviewed,1
79648_reviewed_mutant_10987,1869_reviewed,0
23186_reviewed,3308_reviewed_mutant_10988,0
3621_reviewed,3838_reviewed,1
3621_reviewed,3838_reviewed_mutant_10989,0
2116_reviewed,55818_reviewed,1
2116_reviewed_mutant_10992,55818_reviewed,0
4088_reviewed,10370_reviewed,1
4088_reviewed_mutant_10993,10370_reviewed,0
5599_reviewed,9734_reviewed_mutant_10998,0
5602_reviewed,9734_reviewed_mutant_11000,0
9031_reviewed,2074_reviewed,1
9031_reviewed,2074_reviewed_mutant_11001,0
9031_reviewed,23451_reviewed,1
9031_reviewed,23451_reviewed_mutant_11002,0
9031_reviewed,6007_reviewed_mutant_11003,0
9031_reviewed,7913_reviewed_mutant_11004,0
9031_reviewed,4641_reviewed,1
9031_reviewed,4641_reviewed_mutant_11006,0
9675_reviewed,3308_reviewed_mutant_11011,0
9675_reviewed,55011_reviewed,1
9675_reviewed,55011_reviewed_mutant_11012,0
4087_reviewed,11059_reviewed,1
4087_reviewed,11059_reviewed_mutant_11013,0
4086_reviewed,11059_reviewed,1
4086_reviewed,11059_reviewed_mutant_11015,0
4091_reviewed_mutant_11017,11059_reviewed,0
4193_reviewed,7528_reviewed_mutant_11024,0
9101_reviewed,57132_reviewed,1
9101_reviewed_mutant_11025,57132_reviewed,0
10617_reviewed_mutant_11027,128866_reviewed,0
9101_reviewed,92421_reviewed,1
9101_reviewed_mutant_11029,92421_reviewed,0
53347_reviewed,867_reviewed,1
53347_reviewed,867_reviewed_mutant_11030,0
4734_reviewed,4914_reviewed,1
4734_reviewed,4914_reviewed_mutant_11033,0
7533_reviewed,3621_reviewed,1
6667_reviewed,890_reviewed,1
6667_reviewed_mutant_11036,890_reviewed,0
3642_reviewed,595_reviewed,1
3642_reviewed_mutant_11037,595_reviewed,0
6598_reviewed,207_reviewed,1
207_reviewed,58_reviewed,1
207_reviewed_mutant_11039,58_reviewed,0
207_reviewed,6599_reviewed,1
9918_reviewed,142_reviewed,1
9918_reviewed_mutant_11041,142_reviewed,0
10013_reviewed,4137_reviewed,1
10013_reviewed_mutant_11042,4137_reviewed,0
7764_reviewed,3066_reviewed,1
7764_reviewed,3066_reviewed_mutant_11044,0
1052_reviewed,3065_reviewed,1
29803_reviewed,3065_reviewed,1
29803_reviewed_mutant_11047,3065_reviewed,0
10284_reviewed_mutant_11048,10921_reviewed,0
10284_reviewed_mutant_11049,22985_reviewed,0
6714_reviewed,8841_reviewed,1
4641_reviewed,8467_reviewed,1
4641_reviewed,8467_reviewed_mutant_11052,0
891_reviewed,64061_reviewed_mutant_11053,0
26232_reviewed,10273_reviewed,1
4193_reviewed,207_reviewed,1
4193_reviewed,207_reviewed_mutant_11058,0
84959_reviewed,867_reviewed,1
84959_reviewed,867_reviewed_mutant_11059,0
53347_reviewed,1956_reviewed_mutant_11060,0
1956_reviewed_mutant_11061,84959_reviewed,0
7316_reviewed,84959_reviewed,1
7316_reviewed_mutant_11062,84959_reviewed,0
7316_reviewed,53347_reviewed,1
7316_reviewed_mutant_11063,53347_reviewed,0
10724_reviewed,8473_reviewed,1
2099_reviewed,5970_reviewed_mutant_11065,0
9638_reviewed,10589_reviewed,1
9638_reviewed_mutant_11067,10589_reviewed,0
9638_reviewed,79685_reviewed,1
9638_reviewed,9126_reviewed_mutant_11070,0
9638_reviewed,23122_reviewed,1
9638_reviewed,23122_reviewed_mutant_11071,0
9638_reviewed,9638_reviewed,1
9638_reviewed,23286_reviewed,1
9638_reviewed,26064_reviewed,1
9638_reviewed,26064_reviewed_mutant_11074,0
9638_reviewed,60592_reviewed,1
9638_reviewed_mutant_11075,60592_reviewed,0
9637_reviewed,60592_reviewed,1
9637_reviewed,60592_reviewed_mutant_11076,0
81620_reviewed,8900_reviewed,1
10892_reviewed,7189_reviewed,1
10892_reviewed,7189_reviewed_mutant_11079,0
10892_reviewed,7186_reviewed,1
10892_reviewed_mutant_11080,7186_reviewed,0
1026_reviewed,2597_reviewed,1
1026_reviewed,2597_reviewed_mutant_11081,0
2597_reviewed,6418_reviewed,1
2597_reviewed_mutant_11082,6418_reviewed,0
2597_reviewed,891_reviewed,1
2597_reviewed,891_reviewed_mutant_11083,0
5989_reviewed,3065_reviewed,1
5989_reviewed_mutant_11084,3065_reviewed,0
5618_reviewed,23291_reviewed,1
5618_reviewed,23291_reviewed_mutant_11085,0
51701_reviewed,28996_reviewed,1
51701_reviewed,28996_reviewed_mutant_11086,0
8945_reviewed,7465_reviewed,1
8945_reviewed_mutant_11087,7465_reviewed,0
5886_reviewed,7157_reviewed_mutant_11088,0
5886_reviewed,4193_reviewed,1
5886_reviewed_mutant_11089,4193_reviewed,0
9627_reviewed,6477_reviewed,1
9627_reviewed,6477_reviewed_mutant_11090,0
22927_reviewed,7329_reviewed,1
22927_reviewed,7329_reviewed_mutant_11091,0
22927_reviewed,4904_reviewed,1
22927_reviewed_mutant_11092,4904_reviewed,0
22927_reviewed,708_reviewed,1
22927_reviewed,708_reviewed_mutant_11093,0
142_reviewed,701_reviewed,1
142_reviewed,701_reviewed_mutant_11095,0
100316904_reviewed,25942_reviewed_mutant_11096,0
84106_reviewed,6839_reviewed,1
84106_reviewed_mutant_11097,6839_reviewed,0
8204_reviewed,2101_reviewed,1
8204_reviewed,2101_reviewed_mutant_11098,0
8204_reviewed,2104_reviewed,1
8204_reviewed_mutant_11099,2104_reviewed,0
7421_reviewed,6714_reviewed,1
7421_reviewed_mutant_11100,6714_reviewed,0
8473_reviewed,23636_reviewed,1
8473_reviewed,1457_reviewed,1
3006_reviewed,23512_reviewed,1
3006_reviewed,23512_reviewed_mutant_11103,0
3006_reviewed,8726_reviewed,1
3006_reviewed_mutant_11104,8726_reviewed,0
57621_reviewed,7157_reviewed_mutant_11105,0
3065_reviewed,5987_reviewed,1
3065_reviewed,5987_reviewed_mutant_11107,0
5987_reviewed,4802_reviewed,1
5987_reviewed_mutant_11108,4802_reviewed,0
2099_reviewed,5931_reviewed,1
23028_reviewed,7157_reviewed_mutant_11111,0
367_reviewed,6605_reviewed,1
367_reviewed,6605_reviewed_mutant_11112,0
10013_reviewed,1080_reviewed,1
10013_reviewed_mutant_11114,1080_reviewed,0
6615_reviewed,3066_reviewed,1
6615_reviewed_mutant_11115,3066_reviewed,0
6591_reviewed,3066_reviewed,1
5501_reviewed,10013_reviewed,1
5501_reviewed,10013_reviewed_mutant_11119,0
81620_reviewed,1017_reviewed,1
4086_reviewed,579_reviewed,1
3065_reviewed,579_reviewed,1
3065_reviewed,579_reviewed_mutant_11122,0
579_reviewed,4089_reviewed,1
6594_reviewed,5931_reviewed,1
6594_reviewed,5931_reviewed_mutant_11124,0
8932_reviewed,10460_reviewed,1
8932_reviewed,10460_reviewed_mutant_11126,0
10933_reviewed,55257_reviewed,1
10933_reviewed,55257_reviewed_mutant_11127,0
10419_reviewed,25942_reviewed_mutant_11128,0
4609_reviewed,6599_reviewed,1
4609_reviewed_mutant_11129,6599_reviewed,0
4221_reviewed,25942_reviewed_mutant_11130,0
2146_reviewed,1788_reviewed,1
2146_reviewed,1788_reviewed_mutant_11132,0
8726_reviewed,1788_reviewed,1
8726_reviewed,1788_reviewed_mutant_11134,0
3065_reviewed,2099_reviewed,1
3065_reviewed_mutant_11136,2099_reviewed,0
8522_reviewed,8522_reviewed,1
8522_reviewed,8522_reviewed_mutant_11138,0
2060_reviewed,2060_reviewed,1
2060_reviewed_mutant_11139,2060_reviewed,0
602_reviewed,3065_reviewed,1
602_reviewed,3065_reviewed_mutant_11141,0
467_reviewed,5970_reviewed_mutant_11142,0
9112_reviewed,8543_reviewed,1
9112_reviewed,8543_reviewed_mutant_11143,0
8543_reviewed,2099_reviewed,1
8543_reviewed,2099_reviewed_mutant_11144,0
3066_reviewed,8543_reviewed,1
3066_reviewed_mutant_11145,8543_reviewed,0
6850_reviewed,3065_reviewed,1
6850_reviewed_mutant_11146,3065_reviewed,0
6850_reviewed,10013_reviewed,1
6850_reviewed,9734_reviewed_mutant_11149,0
3172_reviewed,10891_reviewed,1
3172_reviewed_mutant_11150,10891_reviewed,0
3312_reviewed,595_reviewed,1
3312_reviewed,595_reviewed_mutant_11152,0
51773_reviewed,8467_reviewed,1
51773_reviewed,8467_reviewed_mutant_11153,0
2353_reviewed,10499_reviewed_mutant_11154,0
2353_reviewed,8202_reviewed,1
2353_reviewed,8202_reviewed_mutant_11155,0
2353_reviewed,10498_reviewed_mutant_11156,0
157570_reviewed,23186_reviewed,1
157570_reviewed,23186_reviewed_mutant_11159,0
55257_reviewed,80314_reviewed,1
55257_reviewed_mutant_11160,80314_reviewed,0
55257_reviewed,55929_reviewed,1
55257_reviewed_mutant_11162,55929_reviewed,0
55257_reviewed,10524_reviewed,1
55257_reviewed,8607_reviewed,1
55257_reviewed_mutant_11164,8607_reviewed,0
55257_reviewed,10856_reviewed,1
55257_reviewed,10856_reviewed_mutant_11165,0
55257_reviewed,86_reviewed_mutant_11166,0
55257_reviewed,8089_reviewed,1
55257_reviewed,64769_reviewed,1
55257_reviewed_mutant_11169,64769_reviewed,0
84148_reviewed,339287_reviewed,1
84148_reviewed,339287_reviewed_mutant_11170,0
84148_reviewed,55167_reviewed,1
84148_reviewed,55167_reviewed_mutant_11171,0
339287_reviewed,55167_reviewed,1
339287_reviewed_mutant_11172,55167_reviewed,0
10943_reviewed,339287_reviewed,1
10943_reviewed,55167_reviewed,1
10943_reviewed,55167_reviewed_mutant_11174,0
84148_reviewed,10943_reviewed,1
84148_reviewed_mutant_11175,10943_reviewed,0
2690_reviewed,5771_reviewed,1
2690_reviewed_mutant_11178,5771_reviewed,0
2690_reviewed,5770_reviewed,1
2690_reviewed,5770_reviewed_mutant_11179,0
2690_reviewed,5780_reviewed,1
2690_reviewed,5774_reviewed,1
4086_reviewed,51588_reviewed,1
4086_reviewed,51588_reviewed_mutant_11183,0
4255_reviewed,3320_reviewed,1
4255_reviewed,3320_reviewed_mutant_11185,0
3291_reviewed,1487_reviewed,1
3291_reviewed_mutant_11188,1487_reviewed,0
4255_reviewed,1017_reviewed,1
4255_reviewed,1017_reviewed_mutant_11190,0
4255_reviewed,1026_reviewed,1
4255_reviewed,1026_reviewed_mutant_11191,0
2146_reviewed,207_reviewed,1
2146_reviewed,207_reviewed_mutant_11193,0
10014_reviewed_mutant_11194,2782_reviewed,0
4087_reviewed,7528_reviewed_mutant_11197,0
23132_reviewed,367_reviewed,1
1499_reviewed,3065_reviewed,1
1499_reviewed,3065_reviewed_mutant_11201,0
142_reviewed,2962_reviewed,1
142_reviewed_mutant_11202,2962_reviewed,0
142_reviewed,9282_reviewed,1
142_reviewed,9282_reviewed_mutant_11203,0
142_reviewed,1024_reviewed,1
142_reviewed_mutant_11204,1024_reviewed,0
142_reviewed,10001_reviewed,1
142_reviewed_mutant_11205,10001_reviewed,0
142_reviewed,142_reviewed,1
142_reviewed,3065_reviewed,1
142_reviewed_mutant_11208,3065_reviewed,0
142_reviewed,3066_reviewed,1
142_reviewed,3066_reviewed_mutant_11209,0
1877_reviewed,3065_reviewed,1
1877_reviewed,3065_reviewed_mutant_11211,0
1487_reviewed,6934_reviewed,1
1487_reviewed,6934_reviewed_mutant_11212,0
8841_reviewed,6294_reviewed,1
8841_reviewed_mutant_11218,6294_reviewed,0
9014_reviewed_mutant_11219,80764_reviewed,0
860_reviewed_mutant_11220,3280_reviewed,0
128674_reviewed,128674_reviewed,1
128674_reviewed_mutant_11221,128674_reviewed,0
7528_reviewed_mutant_11222,4869_reviewed,0
255877_reviewed,604_reviewed,1
3651_reviewed,2547_reviewed,1
3651_reviewed,2547_reviewed_mutant_11229,0
3651_reviewed,7520_reviewed,1
3651_reviewed,7520_reviewed_mutant_11230,0
6418_reviewed,351_reviewed,1
6418_reviewed_mutant_11231,351_reviewed,0
10250_reviewed,8243_reviewed,1
10250_reviewed,5885_reviewed,1
10250_reviewed_mutant_11233,5885_reviewed,0
10250_reviewed,9126_reviewed_mutant_11234,0
10250_reviewed,2962_reviewed,1
10250_reviewed_mutant_11236,2962_reviewed,0
10250_reviewed,6628_reviewed,1
10250_reviewed_mutant_11237,6628_reviewed,0
10250_reviewed,58517_reviewed,1
10250_reviewed,9343_reviewed,1
10250_reviewed_mutant_11239,9343_reviewed,0
10250_reviewed,9129_reviewed,1
10250_reviewed_mutant_11240,9129_reviewed,0
10250_reviewed,5411_reviewed_mutant_11241,0
10250_reviewed,6428_reviewed,1
10250_reviewed,1655_reviewed,1
10250_reviewed,1655_reviewed_mutant_11243,0
10250_reviewed,9584_reviewed,1
10250_reviewed,9775_reviewed,1
10250_reviewed,4000_reviewed,1
10250_reviewed,4000_reviewed_mutant_11246,0
2308_reviewed,23411_reviewed,1
2308_reviewed_mutant_11247,23411_reviewed,0
2099_reviewed,84458_reviewed,1
2099_reviewed_mutant_11250,84458_reviewed,0
84458_reviewed,8841_reviewed,1
84458_reviewed,8841_reviewed_mutant_11251,0
1488_reviewed,84458_reviewed,1
1488_reviewed,84458_reviewed_mutant_11252,0
2099_reviewed,9014_reviewed_mutant_11253,0
1026_reviewed,4193_reviewed,1
1026_reviewed,4193_reviewed_mutant_11256,0
5308_reviewed,1499_reviewed,1
23028_reviewed,1487_reviewed,1
23028_reviewed_mutant_11258,1487_reviewed,0
23028_reviewed,10363_reviewed,1
23028_reviewed_mutant_11259,10363_reviewed,0
4609_reviewed,8841_reviewed,1
4609_reviewed_mutant_11261,8841_reviewed,0
11100_reviewed,6117_reviewed,1
11100_reviewed,6117_reviewed_mutant_11262,0
11100_reviewed,6118_reviewed,1
11100_reviewed,6118_reviewed_mutant_11263,0
80854_reviewed,2099_reviewed,1
2021_reviewed,9131_reviewed,1
2021_reviewed,9131_reviewed_mutant_11266,0
2021_reviewed,3308_reviewed_mutant_11267,0
7112_reviewed,8841_reviewed,1
5468_reviewed,8554_reviewed,1
5468_reviewed_mutant_11269,8554_reviewed,0
342371_reviewed,6310_reviewed,1
342371_reviewed,6310_reviewed_mutant_11270,0
6667_reviewed,3320_reviewed,1
6667_reviewed,3320_reviewed_mutant_11271,0
23186_reviewed,6605_reviewed,1
23186_reviewed_mutant_11275,6605_reviewed,0
7520_reviewed,80155_reviewed,1
7520_reviewed_mutant_11276,80155_reviewed,0
6839_reviewed,8535_reviewed,1
6839_reviewed_mutant_11278,8535_reviewed,0
64919_reviewed,9219_reviewed,1
64919_reviewed,9219_reviewed_mutant_11279,0
64919_reviewed,9112_reviewed,1
64919_reviewed,5931_reviewed,1
64919_reviewed,5931_reviewed_mutant_11281,0
64919_reviewed,3066_reviewed,1
64919_reviewed_mutant_11283,3066_reviewed,0
64919_reviewed,53615_reviewed,1
1207_reviewed,134353_reviewed,1
1207_reviewed_mutant_11288,134353_reviewed,0
5976_reviewed,7884_reviewed,1
5976_reviewed_mutant_11290,7884_reviewed,0
207_reviewed,2308_reviewed,1
207_reviewed,2308_reviewed_mutant_11291,0
10277_reviewed,7415_reviewed,1
10277_reviewed_mutant_11294,7415_reviewed,0
115426_reviewed,57092_reviewed,1
115426_reviewed,57092_reviewed_mutant_11295,0
8431_reviewed_mutant_11296,23741_reviewed,0
10915_reviewed,1729_reviewed,1
10915_reviewed,1729_reviewed_mutant_11297,0
83737_reviewed,11051_reviewed,1
83737_reviewed_mutant_11299,11051_reviewed,0
6456_reviewed,83737_reviewed,1
1540_reviewed,10293_reviewed,1
1540_reviewed_mutant_11306,10293_reviewed,0
26088_reviewed,7316_reviewed,1
26088_reviewed_mutant_11308,7316_reviewed,0
23163_reviewed,7316_reviewed,1
23163_reviewed,7316_reviewed_mutant_11309,0
996_reviewed,29882_reviewed,1
996_reviewed_mutant_11310,29882_reviewed,0
2288_reviewed_mutant_11312,3320_reviewed,0
9049_reviewed,3320_reviewed,1
6103_reviewed,8243_reviewed,1
6103_reviewed,8243_reviewed_mutant_11315,0
4609_reviewed,2931_reviewed,1
26994_reviewed,64750_reviewed,1
26994_reviewed,64750_reviewed_mutant_11319,0
4609_reviewed,55536_reviewed,1
4609_reviewed,55536_reviewed_mutant_11320,0
27043_reviewed,6774_reviewed,1
4088_reviewed,10014_reviewed_mutant_11323,0
984_reviewed,11143_reviewed,1
984_reviewed,11143_reviewed_mutant_11331,0
84148_reviewed,11091_reviewed,1
