protein_A,protein_B,label
851471_reviewed,854749_reviewed,1
851471_reviewed,854749_reviewed_mutant_1053,0
851471_reviewed,855155_reviewed,1
851471_reviewed_mutant_1055,855155_reviewed,0
851471_reviewed,851005_reviewed,1
851471_reviewed,851005_reviewed_mutant_1056,0
856163_reviewed_mutant_1057,856657_reviewed,0
852439_reviewed,855335_reviewed,1
852439_reviewed,855335_reviewed_mutant_1059,0
852439_reviewed,854116_reviewed,1
852439_reviewed_mutant_1061,854116_reviewed,0
852439_reviewed,855664_reviewed,1
852439_reviewed,855664_reviewed_mutant_1062,0
852439_reviewed,856063_reviewed,1
852439_reviewed,855730_reviewed,1
852439_reviewed,855730_reviewed_mutant_1064,0
852439_reviewed,852107_reviewed,1
852439_reviewed_mutant_1065,852107_reviewed,0
852439_reviewed,852767_reviewed,1
852439_reviewed,852767_reviewed_mutant_1066,0
852439_reviewed,854446_reviewed_mutant_1067,0
851503_reviewed,850879_reviewed,1
851561_reviewed,850540_reviewed_mutant_1070,0
851561_reviewed,853371_reviewed,1
851561_reviewed_mutant_1071,853371_reviewed,0
852673_reviewed,850980_reviewed,1
852673_reviewed,850980_reviewed_mutant_1072,0
851559_reviewed,854106_reviewed,1
851559_reviewed,856183_reviewed,1
851559_reviewed_mutant_1075,856183_reviewed,0
851559_reviewed,854345_reviewed,1
851559_reviewed,854345_reviewed_mutant_1076,0
851559_reviewed,853985_reviewed,1
851559_reviewed,853985_reviewed_mutant_1077,0
851559_reviewed,852492_reviewed,1
851559_reviewed,852492_reviewed_mutant_1078,0
851559_reviewed,856297_reviewed,1
851559_reviewed_mutant_1080,856297_reviewed,0
851559_reviewed,852860_reviewed,1
851559_reviewed,850760_reviewed,1
851559_reviewed,850760_reviewed_mutant_1082,0
851559_reviewed,855485_reviewed,1
851559_reviewed,856437_reviewed,1
851559_reviewed_mutant_1084,856437_reviewed,0
851559_reviewed,856743_reviewed,1
851559_reviewed_mutant_1085,856743_reviewed,0
851559_reviewed,852996_reviewed,1
851559_reviewed,856065_reviewed_mutant_1087,0
853985_reviewed,854068_reviewed,1
853985_reviewed,854068_reviewed_mutant_1088,0
853985_reviewed,856183_reviewed,1
853985_reviewed_mutant_1089,856183_reviewed,0
853985_reviewed,856455_reviewed,1
853985_reviewed,856455_reviewed_mutant_1090,0
853985_reviewed,852492_reviewed,1
853985_reviewed,852492_reviewed_mutant_1091,0
853985_reviewed,850760_reviewed,1
853985_reviewed,850760_reviewed_mutant_1092,0
853985_reviewed,856437_reviewed,1
853985_reviewed_mutant_1093,856437_reviewed,0
853985_reviewed,850442_reviewed,1
853985_reviewed_mutant_1094,850442_reviewed,0
853985_reviewed,852053_reviewed,1
853985_reviewed_mutant_1095,852053_reviewed,0
855203_reviewed,855642_reviewed,1
855203_reviewed_mutant_1096,855642_reviewed,0
856384_reviewed,851948_reviewed,1
856384_reviewed_mutant_1097,851948_reviewed,0
856384_reviewed,852975_reviewed,1
856384_reviewed,852188_reviewed,1
856384_reviewed,852188_reviewed_mutant_1099,0
856384_reviewed,851937_reviewed,1
856384_reviewed,852553_reviewed,1
856384_reviewed_mutant_1101,852553_reviewed,0
856384_reviewed,852443_reviewed_mutant_1102,0
856384_reviewed,855585_reviewed,1
856384_reviewed,855585_reviewed_mutant_1103,0
856384_reviewed,854329_reviewed,1
856384_reviewed_mutant_1104,854329_reviewed,0
856384_reviewed,851611_reviewed,1
856384_reviewed,851611_reviewed_mutant_1105,0
856384_reviewed,853701_reviewed,1
856384_reviewed_mutant_1106,853701_reviewed,0
856384_reviewed,852748_reviewed,1
856384_reviewed_mutant_1107,852748_reviewed,0
856384_reviewed,853565_reviewed,1
856384_reviewed,853578_reviewed,1
856384_reviewed,853578_reviewed_mutant_1110,0
856384_reviewed,855190_reviewed,1
856384_reviewed,855190_reviewed_mutant_1111,0
856384_reviewed,855226_reviewed,1
856384_reviewed,855226_reviewed_mutant_1112,0
856384_reviewed,855410_reviewed,1
856384_reviewed_mutant_1113,855410_reviewed,0
855436_reviewed,852419_reviewed,1
855436_reviewed,852419_reviewed_mutant_1114,0
853135_reviewed,855231_reviewed_mutant_1116,0
853135_reviewed,852967_reviewed,1
853135_reviewed_mutant_1117,852967_reviewed,0
853135_reviewed,852419_reviewed,1
853135_reviewed,852419_reviewed_mutant_1118,0
853135_reviewed,852816_reviewed,1
853135_reviewed,852816_reviewed_mutant_1119,0
852553_reviewed,851948_reviewed,1
852553_reviewed,851948_reviewed_mutant_1120,0
852553_reviewed,852975_reviewed,1
852553_reviewed_mutant_1121,852975_reviewed,0
852553_reviewed,852188_reviewed,1
852553_reviewed_mutant_1122,852188_reviewed,0
852553_reviewed,855985_reviewed,1
852553_reviewed_mutant_1123,855985_reviewed,0
852553_reviewed,851937_reviewed,1
852553_reviewed_mutant_1124,851937_reviewed,0
852553_reviewed,852443_reviewed_mutant_1125,0
852553_reviewed,855585_reviewed,1
852553_reviewed,855585_reviewed_mutant_1126,0
852553_reviewed,851611_reviewed,1
852553_reviewed,853701_reviewed,1
852553_reviewed,852748_reviewed,1
852553_reviewed,851755_reviewed,1
852553_reviewed,851755_reviewed_mutant_1130,0
852553_reviewed,854715_reviewed_mutant_1131,0
852553_reviewed,853565_reviewed,1
852553_reviewed,853565_reviewed_mutant_1132,0
852553_reviewed,853578_reviewed,1
852553_reviewed,853578_reviewed_mutant_1133,0
852553_reviewed,853053_reviewed,1
852553_reviewed,853053_reviewed_mutant_1134,0
852553_reviewed,855410_reviewed,1
852553_reviewed_mutant_1135,855410_reviewed,0
852553_reviewed,854380_reviewed,1
852553_reviewed_mutant_1136,854380_reviewed,0
854063_reviewed,851889_reviewed,1
854063_reviewed_mutant_1137,851889_reviewed,0
851671_reviewed_mutant_1138,853609_reviewed,0
852416_reviewed,855925_reviewed,1
852416_reviewed,855925_reviewed_mutant_1143,0
852416_reviewed,854749_reviewed,1
852416_reviewed,854749_reviewed_mutant_1145,0
852416_reviewed,855155_reviewed,1
852416_reviewed,855155_reviewed_mutant_1146,0
851204_reviewed,854068_reviewed,1
851204_reviewed,854068_reviewed_mutant_1149,0
851204_reviewed,853728_reviewed,1
851204_reviewed,853728_reviewed_mutant_1150,0
851204_reviewed,852427_reviewed,1
851204_reviewed,852427_reviewed_mutant_1151,0
856486_reviewed,852416_reviewed,1
856486_reviewed,852042_reviewed,1
856486_reviewed,852042_reviewed_mutant_1153,0
856486_reviewed,854960_reviewed,1
856486_reviewed,853857_reviewed,1
856486_reviewed,853857_reviewed_mutant_1155,0
856486_reviewed,851821_reviewed_mutant_1156,0
856486_reviewed,854749_reviewed,1
856486_reviewed,854749_reviewed_mutant_1158,0
856486_reviewed,853681_reviewed,1
856486_reviewed,853681_reviewed_mutant_1159,0
856486_reviewed,851827_reviewed_mutant_1160,0
856486_reviewed,855155_reviewed,1
856486_reviewed,855155_reviewed_mutant_1162,0
856486_reviewed,852833_reviewed,1
856486_reviewed,852833_reviewed_mutant_1163,0
856486_reviewed,851005_reviewed,1
856486_reviewed_mutant_1164,851005_reviewed,0
853922_reviewed,852119_reviewed,1
853922_reviewed,852610_reviewed,1
853922_reviewed,852610_reviewed_mutant_1166,0
853922_reviewed,850334_reviewed,1
853922_reviewed_mutant_1167,850334_reviewed,0
853922_reviewed,853503_reviewed,1
853922_reviewed_mutant_1168,853503_reviewed,0
853922_reviewed,854084_reviewed,1
853922_reviewed,854084_reviewed_mutant_1170,0
853922_reviewed,851988_reviewed,1
853922_reviewed_mutant_1171,851988_reviewed,0
851562_reviewed_mutant_1173,853364_reviewed,0
851562_reviewed_mutant_1175,852728_reviewed,0
851562_reviewed_mutant_1177,850534_reviewed,0
851319_reviewed,850872_reviewed,1
851319_reviewed,850872_reviewed_mutant_1178,0
851319_reviewed,855068_reviewed_mutant_1179,0
851319_reviewed,851548_reviewed,1
851319_reviewed,851125_reviewed,1
851319_reviewed,855358_reviewed,1
851319_reviewed,855358_reviewed_mutant_1182,0
856575_reviewed_mutant_1184,851678_reviewed,0
850577_reviewed,854068_reviewed,1
850577_reviewed,854068_reviewed_mutant_1185,0
855664_reviewed,856126_reviewed,1
855664_reviewed_mutant_1186,856126_reviewed,0
855664_reviewed,855335_reviewed,1
855664_reviewed,853860_reviewed,1
855664_reviewed,853860_reviewed_mutant_1188,0
855664_reviewed,855890_reviewed,1
855664_reviewed_mutant_1189,855890_reviewed,0
855664_reviewed,856012_reviewed_mutant_1190,0
855664_reviewed,851548_reviewed,1
855664_reviewed_mutant_1191,851548_reviewed,0
855664_reviewed,851660_reviewed,1
855664_reviewed,850549_reviewed,1
855664_reviewed_mutant_1193,850549_reviewed,0
855664_reviewed,851632_reviewed,1
855664_reviewed_mutant_1194,851632_reviewed,0
855664_reviewed,856723_reviewed,1
855664_reviewed,856723_reviewed_mutant_1195,0
855664_reviewed,852982_reviewed,1
855664_reviewed,852982_reviewed_mutant_1196,0
855664_reviewed,856449_reviewed,1
855664_reviewed_mutant_1197,856449_reviewed,0
855664_reviewed,850695_reviewed,1
855664_reviewed_mutant_1198,850695_reviewed,0
856063_reviewed,854078_reviewed,1
856063_reviewed,850652_reviewed,1
856063_reviewed_mutant_1200,850652_reviewed,0
856063_reviewed,855335_reviewed,1
856063_reviewed,855335_reviewed_mutant_1201,0
856063_reviewed,855591_reviewed,1
856063_reviewed_mutant_1202,855591_reviewed,0
856063_reviewed,854116_reviewed,1
856063_reviewed_mutant_1204,854116_reviewed,0
856063_reviewed,850894_reviewed,1
856063_reviewed_mutant_1205,850894_reviewed,0
856063_reviewed,851632_reviewed,1
856063_reviewed_mutant_1206,851632_reviewed,0
856063_reviewed,856723_reviewed,1
856063_reviewed,856449_reviewed,1
856063_reviewed_mutant_1209,856449_reviewed,0
856063_reviewed,854381_reviewed,1
856063_reviewed,856095_reviewed,1
856063_reviewed_mutant_1211,856095_reviewed,0
852468_reviewed,852939_reviewed,1
852468_reviewed,852939_reviewed_mutant_1212,0
855066_reviewed,853385_reviewed,1
851263_reviewed,851061_reviewed,1
851263_reviewed,851061_reviewed_mutant_1218,0
851263_reviewed,855532_reviewed,1
851263_reviewed,855532_reviewed_mutant_1219,0
853385_reviewed,854691_reviewed,1
853385_reviewed,854691_reviewed_mutant_1220,0
852352_reviewed,856291_reviewed,1
852352_reviewed,856291_reviewed_mutant_1227,0
852352_reviewed,855460_reviewed,1
852352_reviewed,856518_reviewed,1
852352_reviewed_mutant_1229,856518_reviewed,0
853455_reviewed,854989_reviewed,1
853455_reviewed_mutant_1230,854989_reviewed,0
853455_reviewed,852862_reviewed,1
853455_reviewed,852862_reviewed_mutant_1231,0
853455_reviewed,856716_reviewed,1
853455_reviewed,856716_reviewed_mutant_1232,0
852969_reviewed,854879_reviewed_mutant_1233,0
852786_reviewed,853843_reviewed,1
852786_reviewed_mutant_1234,853843_reviewed,0
853871_reviewed,856870_reviewed,1
853871_reviewed_mutant_1235,856870_reviewed,0
853871_reviewed,855399_reviewed,1
853871_reviewed,855399_reviewed_mutant_1236,0
853871_reviewed,851255_reviewed,1
853871_reviewed_mutant_1237,851255_reviewed,0
853871_reviewed,855499_reviewed,1
853871_reviewed,855499_reviewed_mutant_1238,0
853871_reviewed,853060_reviewed,1
853871_reviewed,853060_reviewed_mutant_1239,0
853871_reviewed,853806_reviewed,1
853871_reviewed,853806_reviewed_mutant_1240,0
853871_reviewed,856222_reviewed,1
853871_reviewed,856222_reviewed_mutant_1242,0
851814_reviewed,853871_reviewed,1
851814_reviewed,852838_reviewed_mutant_1246,0
851814_reviewed,850983_reviewed_mutant_1247,0
852522_reviewed,855653_reviewed,1
852522_reviewed,855653_reviewed_mutant_1248,0
850840_reviewed,855271_reviewed,1
850840_reviewed,855271_reviewed_mutant_1249,0
850840_reviewed,856062_reviewed,1
850840_reviewed_mutant_1250,856062_reviewed,0
850840_reviewed,851112_reviewed,1
850840_reviewed_mutant_1251,851112_reviewed,0
850840_reviewed,851653_reviewed,1
850840_reviewed,851261_reviewed,1
850840_reviewed_mutant_1253,851261_reviewed,0
855245_reviewed,853155_reviewed,1
855245_reviewed_mutant_1254,853155_reviewed,0
855399_reviewed,853060_reviewed,1
855399_reviewed_mutant_1255,853060_reviewed,0
852245_reviewed,855621_reviewed,1
852245_reviewed_mutant_1257,855621_reviewed,0
852245_reviewed,854825_reviewed,1
852245_reviewed,854825_reviewed_mutant_1258,0
852245_reviewed,853821_reviewed,1
855788_reviewed,853035_reviewed,1
855788_reviewed_mutant_1260,853035_reviewed,0
855788_reviewed,855428_reviewed,1
855788_reviewed,855428_reviewed_mutant_1261,0
851647_reviewed,852234_reviewed,1
851647_reviewed,852234_reviewed_mutant_1262,0
851647_reviewed,855520_reviewed,1
851647_reviewed_mutant_1263,855520_reviewed,0
853023_reviewed,855224_reviewed,1
853023_reviewed,855224_reviewed_mutant_1264,0
853023_reviewed,855836_reviewed,1
854882_reviewed,856830_reviewed,1
854882_reviewed,856830_reviewed_mutant_1267,0
854501_reviewed,850441_reviewed,1
854501_reviewed_mutant_1268,850441_reviewed,0
852983_reviewed,852084_reviewed,1
852983_reviewed_mutant_1269,852084_reviewed,0
852983_reviewed,853681_reviewed,1
852757_reviewed,855143_reviewed,1
852757_reviewed,855143_reviewed_mutant_1277,0
852757_reviewed,850808_reviewed,1
852757_reviewed,851548_reviewed,1
852757_reviewed_mutant_1279,851548_reviewed,0
852757_reviewed,855952_reviewed,1
852757_reviewed_mutant_1280,855952_reviewed,0
852757_reviewed,853681_reviewed,1
852757_reviewed,852749_reviewed,1
852757_reviewed_mutant_1282,852749_reviewed,0
852757_reviewed,855497_reviewed,1
852757_reviewed_mutant_1283,855497_reviewed,0
851201_reviewed,855888_reviewed,1
851201_reviewed,850623_reviewed,1
851201_reviewed_mutant_1285,850623_reviewed,0
851201_reviewed,852757_reviewed,1
851201_reviewed,852757_reviewed_mutant_1286,0
851201_reviewed,855952_reviewed,1
851201_reviewed_mutant_1287,855952_reviewed,0
851201_reviewed,852025_reviewed_mutant_1288,0
855952_reviewed,850623_reviewed,1
855356_reviewed_mutant_1291,850982_reviewed,0
855356_reviewed_mutant_1292,854042_reviewed,0
851255_reviewed,853060_reviewed,1
851255_reviewed_mutant_1298,853060_reviewed,0
851255_reviewed,856222_reviewed,1
851255_reviewed,856222_reviewed_mutant_1300,0
852224_reviewed,851643_reviewed,1
852224_reviewed_mutant_1301,851643_reviewed,0
852422_reviewed,851643_reviewed,1
852422_reviewed_mutant_1302,851643_reviewed,0
855716_reviewed,852042_reviewed,1
855716_reviewed,854817_reviewed,1
855716_reviewed_mutant_1304,854817_reviewed,0
855716_reviewed,853071_reviewed,1
855716_reviewed,853071_reviewed_mutant_1305,0
850422_reviewed,851893_reviewed,1
850422_reviewed_mutant_1307,851893_reviewed,0
850422_reviewed,855884_reviewed,1
850422_reviewed_mutant_1308,855884_reviewed,0
850422_reviewed,854245_reviewed,1
850422_reviewed_mutant_1309,854245_reviewed,0
850422_reviewed,850820_reviewed,1
850422_reviewed,852549_reviewed,1
850422_reviewed,852549_reviewed_mutant_1313,0
850422_reviewed,856553_reviewed_mutant_1314,0
850422_reviewed,855649_reviewed,1
850422_reviewed,855591_reviewed,1
850422_reviewed_mutant_1316,855591_reviewed,0
850422_reviewed,850298_reviewed,1
850422_reviewed_mutant_1317,850298_reviewed,0
850422_reviewed,853458_reviewed,1
850422_reviewed,853458_reviewed_mutant_1318,0
850422_reviewed,855977_reviewed,1
850422_reviewed,855977_reviewed_mutant_1319,0
850422_reviewed,851548_reviewed,1
850422_reviewed_mutant_1320,851548_reviewed,0
850422_reviewed,851407_reviewed,1
850422_reviewed,854487_reviewed,1
850422_reviewed_mutant_1322,854487_reviewed,0
850422_reviewed,852757_reviewed,1
850422_reviewed,856255_reviewed,1
850422_reviewed_mutant_1324,856255_reviewed,0
850422_reviewed,850649_reviewed,1
850422_reviewed,851924_reviewed,1
850422_reviewed_mutant_1327,851924_reviewed,0
850422_reviewed,852982_reviewed,1
850422_reviewed,852982_reviewed_mutant_1329,0
850422_reviewed,853029_reviewed,1
850422_reviewed_mutant_1330,853029_reviewed,0
850422_reviewed,853048_reviewed,1
850422_reviewed,856603_reviewed,1
850422_reviewed_mutant_1332,856603_reviewed,0
850422_reviewed,855790_reviewed,1
850422_reviewed,856267_reviewed,1
850422_reviewed_mutant_1337,856267_reviewed,0
856674_reviewed_mutant_1338,856909_reviewed,0
856674_reviewed_mutant_1339,856607_reviewed,0
856674_reviewed_mutant_1342,851461_reviewed,0
856831_reviewed,851266_reviewed,1
856831_reviewed_mutant_1351,851266_reviewed,0
852646_reviewed,854213_reviewed,1
852646_reviewed,854213_reviewed_mutant_1352,0
851776_reviewed,856870_reviewed,1
851776_reviewed_mutant_1355,856870_reviewed,0
851776_reviewed,853871_reviewed,1
851776_reviewed,853871_reviewed_mutant_1356,0
851776_reviewed,855399_reviewed,1
851776_reviewed_mutant_1357,855399_reviewed,0
851776_reviewed,855083_reviewed_mutant_1358,0
851776_reviewed,853060_reviewed,1
851776_reviewed,853806_reviewed,1
851776_reviewed,850983_reviewed_mutant_1361,0
850612_reviewed,856097_reviewed,1
850612_reviewed_mutant_1362,856097_reviewed,0
850612_reviewed,855429_reviewed_mutant_1363,0
850612_reviewed,851824_reviewed,1
850612_reviewed_mutant_1364,851824_reviewed,0
850612_reviewed,852740_reviewed,1
850612_reviewed,854734_reviewed_mutant_1366,0
851266_reviewed,851061_reviewed,1
851266_reviewed_mutant_1367,851061_reviewed,0
851266_reviewed,854818_reviewed,1
851266_reviewed_mutant_1368,854818_reviewed,0
851266_reviewed,854063_reviewed,1
851266_reviewed_mutant_1369,854063_reviewed,0
851266_reviewed,854976_reviewed_mutant_1370,0
853531_reviewed,855426_reviewed,1
853531_reviewed,855426_reviewed_mutant_1372,0
853531_reviewed,854059_reviewed,1
853531_reviewed_mutant_1373,854059_reviewed,0
852383_reviewed,854392_reviewed,1
852383_reviewed,855426_reviewed,1
852383_reviewed_mutant_1375,855426_reviewed,0
852563_reviewed,853110_reviewed,1
855170_reviewed,853922_reviewed,1
852184_reviewed_mutant_1383,854345_reviewed,0
852184_reviewed_mutant_1386,852492_reviewed,0
852184_reviewed_mutant_1391,855485_reviewed,0
852184_reviewed_mutant_1392,856743_reviewed,0
852184_reviewed_mutant_1393,852996_reviewed,0
854791_reviewed,852888_reviewed,1
854791_reviewed_mutant_1395,852888_reviewed,0
854791_reviewed,851442_reviewed,1
854791_reviewed_mutant_1396,851442_reviewed,0
852013_reviewed,853301_reviewed,1
852013_reviewed,852451_reviewed,1
852013_reviewed_mutant_1399,852451_reviewed,0
852013_reviewed,854999_reviewed,1
852013_reviewed,853098_reviewed,1
852013_reviewed,852888_reviewed,1
852013_reviewed,852888_reviewed_mutant_1402,0
855737_reviewed,854382_reviewed,1
855737_reviewed_mutant_1403,854382_reviewed,0
855737_reviewed,852451_reviewed,1
855737_reviewed_mutant_1404,852451_reviewed,0
855737_reviewed,856226_reviewed,1
855737_reviewed,856226_reviewed_mutant_1406,0
855737_reviewed,851404_reviewed,1
855737_reviewed_mutant_1407,851404_reviewed,0
856226_reviewed,851394_reviewed,1
856226_reviewed_mutant_1408,851394_reviewed,0
856226_reviewed,855571_reviewed,1
856226_reviewed,855571_reviewed_mutant_1409,0
856226_reviewed,851404_reviewed,1
856226_reviewed,856320_reviewed,1
856226_reviewed,856320_reviewed_mutant_1412,0
855386_reviewed,851220_reviewed,1
855386_reviewed_mutant_1413,851220_reviewed,0
855386_reviewed,856134_reviewed,1
855386_reviewed,855626_reviewed,1
855386_reviewed,855626_reviewed_mutant_1415,0
855386_reviewed,855305_reviewed_mutant_1416,0
855386_reviewed,854725_reviewed,1
855386_reviewed,855964_reviewed,1
855386_reviewed,855964_reviewed_mutant_1418,0
855386_reviewed,852392_reviewed,1
855386_reviewed_mutant_1419,852392_reviewed,0
855386_reviewed,855097_reviewed,1
855386_reviewed,855097_reviewed_mutant_1420,0
856488_reviewed,855335_reviewed,1
856488_reviewed,855335_reviewed_mutant_1422,0
856488_reviewed,852767_reviewed,1
856488_reviewed_mutant_1423,852767_reviewed,0
852371_reviewed,850889_reviewed_mutant_1424,0
852371_reviewed,851665_reviewed,1
852371_reviewed_mutant_1425,851665_reviewed,0
852371_reviewed,853463_reviewed,1
852371_reviewed_mutant_1426,853463_reviewed,0
852371_reviewed,855177_reviewed,1
852371_reviewed,855177_reviewed_mutant_1428,0
856607_reviewed,853147_reviewed,1
856607_reviewed,856731_reviewed,1
856607_reviewed_mutant_1430,856731_reviewed,0
856607_reviewed,855362_reviewed,1
856607_reviewed,855362_reviewed_mutant_1431,0
856607_reviewed,854435_reviewed,1
856607_reviewed_mutant_1432,854435_reviewed,0
856607_reviewed,851557_reviewed,1
856607_reviewed_mutant_1433,851557_reviewed,0
856607_reviewed,854433_reviewed,1
856607_reviewed,854433_reviewed_mutant_1434,0
850554_reviewed,850613_reviewed,1
850554_reviewed_mutant_1435,850613_reviewed,0
850554_reviewed,856742_reviewed,1
850554_reviewed,856742_reviewed_mutant_1436,0
850554_reviewed,851557_reviewed,1
850554_reviewed,851557_reviewed_mutant_1437,0
850613_reviewed,856731_reviewed,1
850613_reviewed,856731_reviewed_mutant_1439,0
850613_reviewed,856742_reviewed,1
850613_reviewed_mutant_1440,856742_reviewed,0
850613_reviewed,851461_reviewed,1
850613_reviewed,856223_reviewed,1
850613_reviewed,856223_reviewed_mutant_1442,0
850613_reviewed,852037_reviewed,1
850613_reviewed,851557_reviewed,1
850613_reviewed,851557_reviewed_mutant_1444,0
850613_reviewed,854433_reviewed,1
850613_reviewed_mutant_1446,854433_reviewed,0
850613_reviewed,854284_reviewed,1
850613_reviewed_mutant_1447,854284_reviewed,0
851408_reviewed,856731_reviewed,1
851408_reviewed,856731_reviewed_mutant_1448,0
851408_reviewed,856218_reviewed,1
851408_reviewed,855362_reviewed,1
851408_reviewed,855362_reviewed_mutant_1451,0
851408_reviewed,852239_reviewed,1
851408_reviewed_mutant_1452,852239_reviewed,0
851408_reviewed,850554_reviewed,1
851408_reviewed,850554_reviewed_mutant_1453,0
851408_reviewed,850613_reviewed,1
851408_reviewed,850613_reviewed_mutant_1454,0
851408_reviewed,856742_reviewed,1
851408_reviewed_mutant_1456,856742_reviewed,0
851408_reviewed,856223_reviewed,1
851408_reviewed_mutant_1457,856223_reviewed,0
851408_reviewed,854435_reviewed,1
851408_reviewed,854435_reviewed_mutant_1458,0
851408_reviewed,852037_reviewed,1
851408_reviewed,852037_reviewed_mutant_1459,0
851408_reviewed,851557_reviewed,1
851408_reviewed_mutant_1460,851557_reviewed,0
851408_reviewed,854433_reviewed,1
851408_reviewed,854284_reviewed,1
851408_reviewed_mutant_1463,854284_reviewed,0
851408_reviewed,852873_reviewed,1
851408_reviewed,852873_reviewed_mutant_1464,0
851461_reviewed,856742_reviewed,1
851461_reviewed,856742_reviewed_mutant_1466,0
851461_reviewed,851557_reviewed,1
851461_reviewed,851557_reviewed_mutant_1467,0
851461_reviewed,854433_reviewed,1
851461_reviewed_mutant_1469,854433_reviewed,0
851461_reviewed,854284_reviewed,1
851461_reviewed_mutant_1470,854284_reviewed,0
854435_reviewed,855362_reviewed,1
854435_reviewed,853036_reviewed,1
854435_reviewed_mutant_1474,853036_reviewed,0
854283_reviewed,853805_reviewed,1
854283_reviewed_mutant_1475,853805_reviewed,0
854283_reviewed,851568_reviewed,1
854283_reviewed_mutant_1476,851568_reviewed,0
854283_reviewed,852451_reviewed,1
854283_reviewed,852451_reviewed_mutant_1477,0
854283_reviewed,851404_reviewed,1
854283_reviewed,851404_reviewed_mutant_1478,0
853712_reviewed,850554_reviewed,1
853712_reviewed,850554_reviewed_mutant_1480,0
853712_reviewed,850613_reviewed,1
853712_reviewed_mutant_1481,850613_reviewed,0
853712_reviewed,856742_reviewed,1
853712_reviewed_mutant_1482,856742_reviewed,0
853712_reviewed,851408_reviewed,1
853712_reviewed_mutant_1483,851408_reviewed,0
853712_reviewed,856223_reviewed,1
853712_reviewed_mutant_1484,856223_reviewed,0
853712_reviewed,854435_reviewed,1
853712_reviewed,854435_reviewed_mutant_1485,0
853712_reviewed,852037_reviewed,1
853712_reviewed_mutant_1486,852037_reviewed,0
853712_reviewed,851557_reviewed,1
853712_reviewed,851557_reviewed_mutant_1487,0
853712_reviewed,854433_reviewed,1
853712_reviewed,854433_reviewed_mutant_1489,0
853712_reviewed,854284_reviewed,1
853712_reviewed_mutant_1490,854284_reviewed,0
851310_reviewed,851408_reviewed,1
851310_reviewed_mutant_1491,851408_reviewed,0
851310_reviewed,851759_reviewed,1
851310_reviewed,854739_reviewed_mutant_1493,0
851310_reviewed,855040_reviewed,1
851310_reviewed,855040_reviewed_mutant_1494,0
851310_reviewed,854032_reviewed,1
851310_reviewed_mutant_1495,854032_reviewed,0
851874_reviewed,853062_reviewed,1
851874_reviewed_mutant_1497,853062_reviewed,0
851874_reviewed,851447_reviewed,1
851874_reviewed,851447_reviewed_mutant_1498,0
851874_reviewed,851114_reviewed,1
851874_reviewed_mutant_1499,851114_reviewed,0
851874_reviewed,856319_reviewed,1
851874_reviewed_mutant_1500,856319_reviewed,0
851874_reviewed,854243_reviewed,1
851874_reviewed,852982_reviewed,1
852987_reviewed,853062_reviewed,1
852987_reviewed,853062_reviewed_mutant_1503,0
852607_reviewed,854776_reviewed,1
852607_reviewed,854776_reviewed_mutant_1504,0
854179_reviewed,851421_reviewed,1
854179_reviewed_mutant_1505,851421_reviewed,0
854179_reviewed,851339_reviewed,1
854179_reviewed,851339_reviewed_mutant_1506,0
854179_reviewed,851217_reviewed,1
854179_reviewed_mutant_1507,851217_reviewed,0
852095_reviewed,851591_reviewed,1
852095_reviewed_mutant_1508,851591_reviewed,0
852095_reviewed,853890_reviewed,1
852095_reviewed,853890_reviewed_mutant_1509,0
852873_reviewed,854544_reviewed,1
852873_reviewed,854544_reviewed_mutant_1510,0
852873_reviewed,855362_reviewed,1
852873_reviewed,853036_reviewed,1
852873_reviewed_mutant_1514,853036_reviewed,0
852873_reviewed,856830_reviewed,1
853365_reviewed,855143_reviewed,1
853365_reviewed_mutant_1516,855143_reviewed,0
856856_reviewed,856366_reviewed,1
856856_reviewed_mutant_1517,856366_reviewed,0
856856_reviewed,851286_reviewed,1
856856_reviewed_mutant_1518,851286_reviewed,0
856856_reviewed,851543_reviewed,1
856856_reviewed,851543_reviewed_mutant_1519,0
856856_reviewed,856607_reviewed,1
856856_reviewed_mutant_1520,856607_reviewed,0
853160_reviewed_mutant_1521,852779_reviewed,0
853160_reviewed_mutant_1524,850435_reviewed,0
853160_reviewed_mutant_1525,851678_reviewed,0
853641_reviewed,856870_reviewed,1
853641_reviewed,856870_reviewed_mutant_1531,0
850905_reviewed,853808_reviewed,1
850905_reviewed,853808_reviewed_mutant_1532,0
850905_reviewed,852788_reviewed,1
850905_reviewed_mutant_1533,852788_reviewed,0
850905_reviewed,851441_reviewed,1
850905_reviewed,851441_reviewed_mutant_1534,0
850905_reviewed,853499_reviewed,1
850905_reviewed_mutant_1535,853499_reviewed,0
850905_reviewed,851332_reviewed,1
850905_reviewed,851332_reviewed_mutant_1536,0
850905_reviewed,852778_reviewed,1
852740_reviewed,851410_reviewed,1
852740_reviewed,851410_reviewed_mutant_1538,0
852740_reviewed,856097_reviewed,1
852740_reviewed,856097_reviewed_mutant_1539,0
852740_reviewed,855429_reviewed_mutant_1540,0
852740_reviewed,851824_reviewed,1
852740_reviewed,854734_reviewed_mutant_1542,0
851332_reviewed,856311_reviewed,1
851332_reviewed_mutant_1543,856311_reviewed,0
856011_reviewed,854428_reviewed,1
856011_reviewed_mutant_1544,854428_reviewed,0
856011_reviewed,852469_reviewed,1
856011_reviewed,852469_reviewed_mutant_1545,0
856011_reviewed,850999_reviewed,1
